id,ONSCode,local_authority_name,EVpct,EVCS,CSUtotal,CSUhighest,OSSeMiles,LA_pct,HHI,OSS,COMP,NEW
172,S12000047,Fife,1.2089961601755348,33.90769230769231,7.15798192430486,14.602034368608011,482229878.72,4.615384615384615,5805.917159763314,0.32,0.0,0.0
173,S12000048,Perth & Kinross,1.7669907842290995,29.0,6.05414406642624,13.915230912005299,379075600.32,6.25,3229.1666666666665,0.32,0.0,61320.0
174,S12000049,Glasgow City,1.4839559930291721,28.462962962962962,6.11212052039491,12.67427184673014,554887416.0,4.62962962962963,2169.0672153635114,0.32,0.0,223360.0
175,S12000050,North Lanarkshire,0.9861803694408586,39.60526315789474,8.97937379081219,17.39337960220288,503095513.28000003,0.0,2354.5706371191136,0.32,0.0,0.0
176,W06000001,Isle of Anglesey,0.9515016285809546,18.55,3.02452997795809,5.23774619457043,106974622.176,0.0,2250.0,0.32,0.0,0.0
177,W06000002,Gwynedd,0.8007206485837254,34.285714285714285,6.40518502003099,15.168936792157869,222570728.57599998,0.0,1122.4489795918369,0.32,0.0,0.0
178,W06000003,Conwy,0.9794382824155153,54.90909090909091,13.55066739737456,26.06832427566675,210210372.16,0.0,2561.9834710743803,0.32,0.0,0.0
179,W06000004,Denbighshire,0.8992735126644414,41.63636363636363,3.44353895784782,8.53631165160501,152536201.856,0.0,2396.694214876033,0.32,0.0,57400.0
180,W06000005,Flintshire,0.864976979532297,75.9,12.35329737074033,29.14765619294516,293599705.536,0.0,1000.0,0.32,0.0,107590.0
181,W06000006,Wrexham,0.8147019943674924,40.5,7.685517073370559,16.06971751704754,178227109.664,0.0,2959.183673469388,0.32,0.0,0.0
182,W06000008,Ceredigion,0.9716941275876637,23.0,4.52490998549579,9.51617559623768,124054929.05600001,0.0,781.25,0.32,0.0,0.0
183,W06000009,Pembrokeshire,0.9501187648456056,12.377358490566039,2.1402924635195197,4.28058492703905,185410014.528,56.60377358490566,3435.386258454966,0.32,0.0,0.0
184,W06000010,Carmarthenshire,0.8982237481126722,25.944444444444443,4.71540677259412,9.7604450612819,326047687.68,75.0,5740.74074074074,0.32,105000.0,0.0
185,W06000011,Swansea,1.6515982060226382,59.65714285714286,7.68445098056995,15.30417132712788,314581478.176,45.71428571428572,2342.857142857143,0.32,73663.08,0.0
186,W06000012,Neath Port Talbot,0.6733767065757442,59.125,9.029686677510911,22.07758392651419,233681650.336,0.0,1562.5,0.32,0.0,0.0
187,W06000013,Bridgend,1.7187254748077225,164.25,37.13132204103094,72.43222679834909,240962948.8,0.0,1562.5,0.32,0.0,0.0
188,W06000014,The Vale of Glamorgan,1.3532338308457712,73.23076923076923,13.89839570339268,25.56312066874012,192750053.056,0.0,1597.6331360946745,0.32,0.0,0.0
189,W06000015,Cardiff,1.1205940433359483,31.264150943396228,5.9563438125943895,12.076290585617901,554915279.6800001,9.433962264150944,1185.4752580989675,0.32,46822.0,26880.0
190,W06000016,"Rhondda, Cynon, Taff",0.637390692706479,122.33333333333333,78.7052078422094,157.4104156844188,371518652.16,0.0,1666.6666666666663,0.32,0.0,0.0
191,W06000018,Caerphilly,0.6316145012384599,20.035714285714285,2.71168912307109,5.70389781059781,207509301.888,60.71428571428572,3852.0408163265306,0.32,0.0,0.0
192,W06000019,Blaenau Gwent,0.34355179704016914,6.882352941176471,0.99001424524451,1.93371203457116,71558813.536,58.8235294117647,3840.8304498269895,0.32,487500.0,0.0
193,W06000020,Torfaen,0.6701461377870563,15.285714285714286,3.1954353937751,6.59763425420624,117733259.87200001,0.0,2517.006802721088,0.32,0.0,0.0
194,W06000021,Monmouthshire,1.4358698574885722,42.1578947368421,10.056121589855401,20.58096071144134,240406097.376,68.42105263157895,4182.825484764543,0.32,0.0,0.0
195,W06000022,Newport,0.9824635537713924,18.6,3.47458601699882,6.950817327668391,325779536.32,60.0,3987.5,0.32,0.0,0.0
196,W06000023,Powys,1.0200598645171455,25.9,5.6182041079774,10.85842506495938,256225864.768,56.66666666666666,3066.6666666666665,0.32,100925.37,0.0
197,W06000024,Merthyr Tydfil,0.5294676111881983,24.166666666666668,3.2434148706809003,6.6099973946788095,70246627.296,0.0,2777.777777777778,0.32,0.0,0.0
198,E47000006,Tees Valley Combined Authority,0.7287251592599172,9.188,3.5660498897147397,5.7084653269385095,935812704.9920001,0.0,5633.919999999999,0.32,0.0,720000.0
